ID,BASEFUEL,CATEGORY,CIUU,COL,FUELTYPE,FUELUNIT,GROWRATE,LAT,LON,PROYECTEDFUEL,ROW,SOURCETYPE,VOCFE,VOCRM,YEAR,CO,CO2,NOX,PM10,SO2,VOC
I732,964.285714286,CG3,D1810,30,GNV,m3,-0.00773219322049,4.64843767326,-74.1211453378,920,33,CALDERA,8.8e-08,964.285714286,2008,0.00123724785184,1.76749693119,0.000989479436198,4.27012728364e-05,4.98120313753e-06,8.10102760131e-05
I735,30246.3636364,CG3,D1530,30,GNV,m3,0.0306495041711,4.65093965214,-74.1215490093,36352,34,CALDERA,2.57418e-06,95073.8272034,2008,0.0488582492887,69.7974989839,0.0390740084035,0.00168625019643,0.000196705020979,0.294147628797
I734,7500.0,CG3,D2424,30,GNV,m3,-0.0408328367972,4.64684205367,-74.1192214108,5870,34,CALDERA,8.8e-08,7500.0,2008,0.00788968525053,11.2709789293,0.00630971498709,0.000272297585303,3.17641488451e-05,0.000516586534261
I737,108967.5,CG1,D1720,29,GNV,m3,0.00426891489574,4.65130555556,-74.1221666667,111794,36,CALDERA,0.000142,1159.09146341,2008,0.150251927824,214.645611177,0.714968557611,0.0658942032683,0.00250706255195,0.168861191274
I736,11342.3863636,CG3,D1530,29,GNV,m3,0.0306495041711,4.65093965214,-74.1215490093,13632,36,CALDERA,2.57418e-06,95073.8272034,2008,0.0183218434832,26.1740621189,0.0146527531512,0.000632343823657,7.37643828667e-05,0.294147628797
I739,315623.25,CG1,D1720,28,GNV,m3,0.00426891489574,4.65130555556,-74.1221666667,323811,37,CALDERA,0.000142,1159.09146341,2008,0.435203173226,621.718818894,2.07089911947,0.190861886266,0.00726168105721,0.168861191274
I738,6.81379414771,ACD,D1720,28,DIESEL,m3,0.00426891489574,4.65130555556,-74.1221666667,6,36,CALDERA,0.000142,1159.09146341,2008,0.00419434409706,18.7067746729,0.0167773763882,0.00587208173588,0.0125830322912,0.168861191274
I399,26070.2,CG3,D2519,30,GNV,m3,-0.0848513586022,4.61619444444,-74.1433888889,15669,39,CALDERA,7.6726e-06,30259.0,2008,0.0210591467367,30.0844953381,0.0168418903366,0.00072681667555,8.47848615317e-05,0.139538569967
I398,1.13563235795,ACD,D2732,31,DIESEL,m3,0.00426891489574,4.61711111111,-74.1426111111,1,39,CALDERA,1.0442e-08,8608.38414634,2008,0.000699057349509,3.11779577881,0.00279622939804,0.000978680289312,0.00209717204853,9.22208508878e-05
I120,437500.0,HG1,D2710,33,GNV,m3,0.00870639173951,4.5994226284,-74.1386276937,460961,31,HORNO,1.0442e-08,8608.38414634,2008,0.295015516602,885.046549805,0.562708904404,0.0905130534079,4.6096174469e-05,9.4709197173e-05
I121,250000.0,HG1,D2710,33,GNV,m3,0.00870639173951,4.5994226284,-74.1386276937,263406,31,HORNO,1.0442e-08,8608.38414634,2008,0.168580295201,505.740885603,0.321547945373,0.0517217448045,2.63406711251e-05,9.4709197173e-05
I122,250000.0,HG1,D2710,33,GNV,m3,0.00870639173951,4.5994226284,-74.1386276937,263406,31,HORNO,1.0442e-08,8608.38414634,2008,0.168580295201,505.740885603,0.321547945373,0.0517217448045,2.63406711251e-05,9.4709197173e-05
I123,12.3026838778,GLP,D2424,33,GLP,m3,0.0207328015372,4.59753698944,-74.1383973439,13,31,CALDERA,0.024,12.3026838778,2008,0.00530822946407,20.8985411971,0.0315010677645,0.000334376659154,1.67188329577e-05,0.334376659154
I124,5400.0,HG2,D2424,33,GNV,m3,0.0207328015372,4.59753698944,-74.1383973439,6115,31,HORNO,8.8e-08,5400.0,2008,0.00391379957385,11.7413987216,0.00746513232805,0.00120078412802,0.000425967533235,0.000538147441405
I125,111696.125,HG2,D3420,33,GNV,m3,-0.0408328367972,4.59769953763,-74.1393087131,87425,31,HORNO,1.362e-05,2.98030327869,2008,0.0559522076161,167.856622848,0.106722540595,0.0171665721674,0.0060896894201,3.17714264532e-05
I126,280566.0,HG2,D2811,33,GNV,m3,0.0119278052319,4.5980488957,-74.1397218276,301381,31,HORNO,8.8e-08,280566.0,2008,0.192883951437,578.65185431,0.36790443513,0.0591782954301,0.0209929761205,0.0265215433225
I127,7500.0,HG2,D2921,33,GNV,m3,-0.0408328367972,4.62188059677,-74.1790067278,5870,31,HORNO,1.362e-05,2.98030327869,2008,0.00375699297644,11.2709789293,0.00716604138649,0.00115267464521,0.000408901120345,3.17714264532e-05
I128,3600.0,HG2,D2921,33,GNV,m3,-0.0408328367972,4.62188059677,-74.1790067278,2817,32,HORNO,1.362e-05,2.98030327869,2008,0.00180335662869,5.41006988607,0.00343969986552,0.0005532838297,0.000196272537766,3.17714264532e-05
I129,12512.5,CG3,D2921,33,GNV,m3,-0.0658897697655,4.62188059677,-74.1790067278,8426,32,CALDERA,1.0442e-08,32831.9767442,2008,0.0113253068752,16.1790098217,0.00905732690908,0.000390871576876,4.55960817038e-05,0.000230880545476
I1622,34722.0,CC1,D1712,37,Carbon,kg,-0.00773219322049,4.59375833333,-74.0970861111,33147,25,CALDERA,0.000142,1159.09146341,2008,0.00994437960913,94.1401269664,0.252481730817,0.194839448453,0.733551794009,0.157129510874
I238,20956.0,HG1,D1551,32,GNV,m3,0.0172368693492,4.62223540215,-74.1019709443,23239,30,HORNO,2.57418e-06,95073.8272034,2008,0.0148731729205,44.6195187615,0.0283689038987,0.00456320504902,2.32393326883e-06,0.271403317544
I239,20956.0,HG1,D1551,32,GNV,m3,0.0172368693492,4.62223540215,-74.1019709443,23239,30,HORNO,2.57418e-06,95073.8272034,2008,0.0148731729205,44.6195187615,0.0283689038987,0.00456320504902,2.32393326883e-06,0.271403317544
I234,14.7632206534,AHF,D3190,34,DIESEL,m3,-0.0408328367972,4.62025005511,-74.0962664778,11,30,HORNO,1.362e-05,2.98030327869,2008,0.00687538816691,30.9219138397,0.0247513974009,0.00550031053353,0.0196901872881,3.17714264532e-05
I235,2.18041412727,ACD,D2322,33,DIESEL,m3,-0.0378181026739,4.62057967258,-74.0953297666,1,30,CALDERA,0.0912,2.18041412727,2008,0.00104266567777,4.65028892287,0.0041706627111,0.00145973194888,0.00312799703332,0.158485183022
I236,540.0,CG3,D2424,33,GNV,m3,-0.0408328367972,4.62385413533,-74.098430041,422,30,CALDERA,8.8e-08,540.0,2008,0.000568057338038,0.811510482911,0.00045429947907,1.96054261418e-05,2.28701871685e-06,3.71942304668e-05
I237,29748.7125,CG3,D1710,33,GNV,m3,-0.000258001634401,4.62404143571,-74.0962136015,29702,29,CALDERA,0.000142,1159.09146341,2008,0.0399204245353,57.0291779076,0.0319260519251,0.00137777805578,0.000160721025825,0.164336396447
I230,0.123026838778,ACD,D2322,34,DIESEL,m3,-0.0408328367972,4.62353829042,-74.0961218656,0,30,CALDERA,0.0912,0.123026838778,2008,5.77763711503e-05,0.25768261533,0.000231105484601,8.08869196105e-05,0.000173329113451,0.00878200841485
I231,3857.14285714,CG3,D1551,34,GNV,m3,0.00794181745082,4.62410730576,-74.0973086414,4045,30,CALDERA,8.8e-08,3857.14285714,2008,0.00543700231394,7.76714616276,0.00434820070709,0.000187647866088,2.18895615335e-05,0.000355994199127
I232,11514.375,CG3,D1551,34,GNV,m3,0.00794181745082,4.62410730576,-74.0973086414,12076,30,CALDERA,8.8e-08,11514.375,2008,0.0162305846159,23.1865494513,0.0129802849858,0.000560167973579,6.53449015028e-05,0.00106271684985
I233,11514.375,HG1,D1551,34,GNV,m3,0.0172368693492,4.62410730576,-74.0973086414,12768,30,HORNO,2.57418e-06,95073.8272034,2008,0.00817213640229,24.5164092069,0.0155874307038,0.00250727496356,1.27689631286e-06,0.271403317544
I1478,11588.4,CC2,D1589,29,Carbon,kg,0.00794181745082,4.60389166667,-74.1735527778,12153,28,CALDERA,2e-05,11588.4,2008,0.00364618967679,34.5172622736,0.0543425222165,0.127342469757,0.140927502354,0.243079311786
I1479,6000.0,HC,D2732,30,Carbon,kg,-0.00534479303749,4.58507777778,-74.1698805556,5810,36,HORNO CRISOL,2e-05,6000.0,2008,0.0363164996841,13.6143294016,0.0265187430383,0.0738835808956,0.0701921011964,0.116212798989
I1476,200000.0,HL,D2693,30,Carbon,kg,-0.0408328367972,4.56554722222,-74.0786944444,156541,29,HORNO COLMENA,1.362e-08,5536.76785714,2008,0.978383587615,366.776439325,0.714427413946,1.99045842995,1.89100823009,5.90245341873e-05
I1477,120.0,HG2,D2899,30,GNV,m3,-0.0408328367972,4.62485,-74.1700888889,93,29,HORNO DE SECADO Y CURADO,1.362e-05,2.98030327869,2008,6.01118876231e-05,0.180335662869,0.000114656662184,1.84427943233e-05,6.54241792553e-06,3.17714264532e-05
I1474,200000.0,HL,D2693,31,Carbon,kg,-0.0408328367972,4.56554722222,-74.0786944444,156541,23,HORNO COLMENA,1.362e-08,5536.76785714,2008,0.978383587615,366.776439325,0.714427413946,1.99045842995,1.89100823009,5.90245341873e-05
I1475,200000.0,HL,D2693,30,Carbon,kg,-0.0408328367972,4.56554722222,-74.0786944444,156541,24,HORNO COLMENA,1.362e-08,5536.76785714,2008,0.978383587615,366.776439325,0.714427413946,1.99045842995,1.89100823009,5.90245341873e-05
I1472,11.3563235795,GLP,D2899,24,GLP,m3,0.00870639173951,4.60989444444,-74.0899111111,11,30,HORNO,1.0442e-08,8608.38414634,2008,0.00455878973328,17.9479910759,0.0270536052151,0.000287167857214,1.43583928607e-05,9.4709197173e-05
I1473,17.869,CG3,D1530,25,GNV,m3,0.00426891489574,4.60487222222,-74.0950083333,18,27,CALDERA,8.8e-08,17.869,2008,2.46390134516e-05,0.0351985906451,1.97048611581e-05,8.50369013979e-07,9.91975301702e-08,1.6132687379e-06
I1470,65.411712,GLP,D2710,29,GLP,m3,0.00870639173951,4.63014444444,-74.12225,68,21,HORNO DE SECADO Y CURADO,1.0442e-08,8608.38414634,2008,0.0262583431173,103.379303612,0.15582707031,0.00165406885778,8.27034428892e-05,9.4709197173e-05
I1471,1144.70496,HFA,D2699,29,Oil,m3,-0.0408328367972,4.52445277778,-74.1258138889,895,21,HORNO DE SECADO Y CURADO,3.7228e-08,1964.85714286,2008,0.537581061852,2.36535667215,0.993579855705,2.65998974702,23.7073248277,5.72532086633e-05
I1072,73666.6666667,HG1,D2729,28,GNV,m3,0.00870639173951,4.65522222222,-74.1397777778,77617,33,HORNO,1.0442e-08,8608.38414634,2008,0.0496749936526,149.024980958,0.0947494612368,0.0152406741357,7.76171775821e-06,9.4709197173e-05
I1073,90708.3333333,CG1,D2729,28,GNV,m3,0.00870639173951,4.65522222222,-74.1397777778,95572,33,CALDERA,1.0442e-08,8608.38414634,2008,0.128449755928,183.499651326,0.611223683128,0.05633268371,0.00214327747777,9.4709197173e-05
I1070,857.142857143,HC,D2731,28,Carbon,kg,-0.0155493052897,4.62807991882,-74.1619086784,780,33,HORNO,3e-08,26143.9814815,2008,0.00487994989397,1.82939561625,0.00356339786058,0.00992794393441,0.00943190945633,0.000714455390088
I1071,2762.5,HG3,D1589,28,GNV,m3,0.00794181745082,4.64416256164,-74.171060471,2897,33,HORNO,8.8e-08,2762.5,2008,0.00185428628299,5.56285884898,0.00435757276504,8.80785984423e-05,2.78142942449e-05,0.000254964363912
I1076,126500.0,HG2,D2729,36,GNV,m3,0.00870639173951,4.65522222222,-74.1397777778,133283,29,HORNO,1.0442e-08,8608.38414634,2008,0.0853016293717,255.904888115,0.162703260359,0.0261712028711,0.00928400240195,9.4709197173e-05
I1077,119940.0,HG2,D2892,36,GNV,m3,0.00870639173951,4.65489272031,-74.1514491917,126372,29,HORNO,8.8e-08,119940.0,2008,0.0808780824256,242.634247277,0.154265842272,0.0248140242874,0.00880255532087,0.0111207363335
I1074,126500.0,HG2,D2729,36,GNV,m3,0.00870639173951,4.65522222222,-74.1397777778,133283,29,HORNO,1.0442e-08,8608.38414634,2008,0.0853016293717,255.904888115,0.162703260359,0.0261712028711,0.00928400240195,9.4709197173e-05
I1075,126500.0,HG2,D2729,36,GNV,m3,0.00870639173951,4.65522222222,-74.1397777778,133283,29,HORNO,1.0442e-08,8608.38414634,2008,0.0853016293717,255.904888115,0.162703260359,0.0261712028711,0.00928400240195,9.4709197173e-05
I1078,91360.5,HG2,D2892,36,GNV,m3,0.00870639173951,4.65341714425,-74.150862189,96259,30,HORNO,8.8e-08,91360.5,2008,0.0616063202388,184.818960716,0.117507124253,0.0189012978649,0.0067050679956,0.00847086903284
I1079,493645.716667,CG1,D1511,30,GNV,m3,0.0352364210205,4.66053080437,-74.1403699795,609864,29,CALDERA,1.9976e-05,29509.162766,2008,0.819657733852,1170.93961979,3.90031273605,0.359467556305,0.0136765846517,0.72825473409
I838,2325.0,HG1,D1551,34,GNV,m3,0.0172368693492,4.60922102826,-74.1004755849,2578,29,HORNO,2.57418e-06,95073.8272034,2008,0.00165013013171,4.95039039513,0.00314743756272,0.000506272749522,2.5783283308e-07,0.271403317544
I839,2325.0,HG1,D1551,34,GNV,m3,0.0172368693492,4.60922102826,-74.1004755849,2578,29,HORNO,2.57418e-06,95073.8272034,2008,0.00165013013171,4.95039039513,0.00314743756272,0.000506272749522,2.5783283308e-07,0.271403317544
I832,108000.0,CG3,D1530,34,GNV,m3,0.0306495041711,4.60946937414,-74.103445076,129804,29,CALDERA,8.8e-08,108000.0,2008,0.174457035121,249.224335886,0.139520669602,0.00602105507304,0.000702370126904,0.0114227820615
I833,35250.0,HG1,D1551,34,GNV,m3,0.0172368693492,4.60963888889,-74.1037222222,39090,29,HORNO,2.57418e-06,95073.8272034,2008,0.0250181019969,75.0543059907,0.0477192146606,0.00767574813791,3.90907843702e-06,0.271403317544
I830,589661.28,HG1,D1511,34,GNV,m3,0.0352364210205,4.69006586419,-74.1671699786,728484,31,HORNO,8.8e-08,589661.28,2008,0.46623028871,1398.69086613,0.889281818062,0.143043076203,7.2848482611e-05,0.0641066646977
I831,161587.92,HG1,D1511,34,GNV,m3,0.0352364210205,4.69006586419,-74.1671699786,199630,31,HORNO,8.8e-08,161587.92,2008,0.127763489225,383.290467675,0.243694480456,0.0391988314954,1.99630451914e-05,0.0175674797684
I836,468000.0,CG1,D1522,34,GNV,m3,-0.0408328367972,4.60491666667,-74.1113333333,366306,29,CALDERA,8.8e-08,468000.0,2008,0.492316359633,703.30908519,2.34267022482,0.215909338029,0.00821465605684,0.0322349997379
I837,42857.1428571,CG1,D1522,33,GNV,m3,-0.0408328367972,4.60491666667,-74.1113333333,33544,29,CALDERA,8.8e-08,42857.1428571,2008,0.0450839157172,64.4055938818,0.214530240368,0.0197719174019,0.000752257880662,0.00295192305291
I834,35250.0,HG1,D1551,34,GNV,m3,0.0172368693492,4.60963888889,-74.1037222222,39090,29,HORNO,2.57418e-06,95073.8272034,2008,0.0250181019969,75.0543059907,0.0477192146606,0.00767574813791,3.90907843702e-06,0.271403317544
I835,1785.0,HG2,D2731,34,GNV,m3,-0.0658897697655,4.60642147782,-74.1052064858,1202,29,HORNO,1.0442e-08,32831.9767442,2008,0.000769351515997,2.30805454799,0.00146745145359,0.000236043024649,8.37341721966e-05,0.000230880545476
I1218,15739.875,HG1,D1551,34,GNV,m3,0.0172368693492,4.72764393645,-74.0533617887,17454,31,HORNO,2.57418e-06,95073.8272034,2008,0.0111711148417,33.513344525,0.0213076446484,0.00342738485737,1.74548669401e-06,0.271403317544
I1219,15739.875,HG1,D1551,31,GNV,m3,0.0172368693492,4.72764393645,-74.0533617887,17454,30,HORNO,2.57418e-06,95073.8272034,2008,0.0111711148417,33.513344525,0.0213076446484,0.00342738485737,1.74548669401e-06,0.271403317544
I1212,30.6052920468,AHF,D2893,34,DIESEL,m3,0.0119278052319,4.69373626325,-74.0759274148,32,31,HORNO,3e-08,26143.9814815,2008,0.0195611585743,87.9758997391,0.0704201708674,0.0156489268594,0.056020528085,0.00084250805533
I1213,12570.215,CG3,D2423,34,GNV,m3,-0.0408328367972,4.74762434837,-74.0482173924,9838,31,CALDERA,8.8e-08,12570.215,2008,0.0132233386509,18.8904837869,0.0105752631969,0.000456378558831,5.32376240367e-05,0.000865813840235
I1210,42857.1428571,CG1,D1589,34,GNV,m3,0.0352364210205,4.6925792626,-74.077201666,52946,31,CALDERA,8.8e-08,42857.1428571,2008,0.0711607280435,101.658182919,0.338615842238,0.0312081152391,0.00118736843535,0.0046593333838
I1211,62.1380171859,AHF,D2893,34,DIESEL,m3,0.00870639173951,4.69373626325,-74.0759274148,65,31,HORNO,0.0912,62.1380171859,2008,0.0389548183865,175.198477315,0.140237346191,0.0311638547092,0.111561362236,5.97088980983
I1216,15739.875,HG1,D1551,33,GNV,m3,0.0172368693492,4.72764393645,-74.0533617887,17454,32,HORNO,2.57418e-06,95073.8272034,2008,0.0111711148417,33.513344525,0.0213076446484,0.00342738485737,1.74548669401e-06,0.271403317544
I1217,15739.875,HG1,D1551,32,GNV,m3,0.0172368693492,4.72764393645,-74.0533617887,17454,32,HORNO,2.57418e-06,95073.8272034,2008,0.0111711148417,33.513344525,0.0213076446484,0.00342738485737,1.74548669401e-06,0.271403317544
I1214,4.07237002685,GLP,D3611,33,GLP,m3,-0.0408328367972,4.7279209746,-74.0514711689,3,32,HORNO,0.024,4.07237002685,2008,0.00121442683107,4.78120799636,0.00720687418651,7.64993279417e-05,3.82496639709e-06,0.0764993279417
I1215,735.0,HC,D3611,33,Carbon,kg,-0.0558905599346,4.7279209746,-74.0514711689,525,32,HORNO,3e-08,26143.9814815,2008,0.00328495621924,1.23146438747,0.00239871437578,0.00668303197373,0.00634912454043,0.000560860960414
I1641,1244160.0,CC1,D15,34,Carbon,kg,-0.0408328367972,4.59578055556,-74.1803666667,973812,39,CALDERA,2e-05,1244160.0,2008,0.292143773848,2765.62772576,7.41735216955,5.72395001024,21.5501215599,19.4762515899
I1640,21611.52,CC2,D15,26,Carbon,kg,-0.0408328367972,4.61013888889,-74.1369777778,16915,33,CALDERA,2e-05,21611.52,2008,0.00507464555314,48.039977903,0.0756321154843,0.177231015158,0.196138211813,0.338309703543
I1643,24000.0,CC2,D15,35,Carbon,kg,0.00842863539817,4.59611388889,-74.1818611111,25244,28,CALDERA,2e-05,24000.0,2008,0.00757348126641,71.6956226554,0.112874565083,0.26450236949,0.292719768748,0.504898751094
I906,4.35325737215,AHF,D2422,31,DIESEL,m3,-0.0408328367972,4.64465720834,-74.1145782565,3,32,HORNO,1.362e-05,2.98030327869,2008,0.00202735804921,9.11800023478,0.00729848897717,0.00162188643937,0.00580608086699,3.17714264532e-05
I907,4.92107355112,ACD,D2812,32,DIESEL,m3,0.00426891489574,4.64327948473,-74.1213612857,5,33,CALDERA,0.0912,4.92107355112,2008,0.00302924851454,13.5104483749,0.0121169940582,0.00424094792036,0.00908774554362,0.46044577421
I904,11927.5,CG3,D2424,31,GNV,m3,-0.0408328367972,4.682,-74.1170555556,9335,33,CALDERA,8.8e-08,11927.5,2008,0.0125472294434,17.9246134906,0.0100345500678,0.000433043926493,5.05155847134e-05,0.000821544784986
I905,2.02710375894,ACD,D2322,32,DIESEL,m3,-0.0378181026739,4.68791097913,-74.1610518739,1,33,CALDERA,0.0912,2.02710375894,2008,0.000969353247302,4.32331548297,0.00387741298921,0.00135709454622,0.00290805974191,0.14734169359
I902,783.9,HG2,D2899,31,GNV,m3,-0.0408328367972,4.6822546197,-74.0865461137,613,32,HORNO,1.362e-05,2.98030327869,2008,0.000392680905898,1.17804271769,0.000748994645716,0.000120477553917,4.27383450985e-05,3.17714264532e-05
I903,54066.6,CG3,D1589,32,GNV,m3,0.00794181745082,4.68428284969,-74.0832339785,56705,33,CALDERA,8.8e-08,54066.6,2008,0.0762119113018,108.874159003,0.0609498888315,0.00263031017839,0.000306831821231,0.00499006562095
I900,875000.0,CG1,D2423,32,GNV,m3,-0.0408328367972,4.67427181882,-74.1183417656,684868,32,CALDERA,8.8e-08,875000.0,2008,0.920463279228,1314.94754175,4.37999240752,0.403676646955,0.0153585983969,0.0602684289971
I901,94.6360298293,ACD,D2423,32,DIESEL,m3,-0.0408328367972,4.67427181882,-74.1183417656,74,33,CALDERA,0.0912,94.6360298293,2008,0.0444433624234,198.217396408,0.177773449693,0.0622207073927,0.13333008727,6.75539108835
I1670,16800.0,HC,D2732,34,Carbon,kg,-0.00534479303749,4.61217777778,-74.0989,16269,29,HORNO,2e-05,16800.0,2008,0.101686199115,38.1201223244,0.0742524805072,0.206874026508,0.19653788335,0.325395837169
I1645,5760.0,HM,D20,29,Wood,kg,-0.0408328367972,4.69812222222,-74.0963027778,4508,22,HORNO,0.0,5760.0,2008,0.0193071046048,7.61069588127,0.0157674687606,0.0115842627629,0.000804462691867,0.0
I1672,2160.0,HC,D2732,35,Carbon,kg,-0.00534479303749,4.62298333333,-74.0910111111,2091,30,HORNO CRISOL,1.0442e-08,8608.38414634,2008,0.0130739398863,4.90115858456,0.00954674749379,0.0265980891224,0.0252691564307,8.70518576354e-05
I1673,9.08496,HFA,D2732,33,Burned oil,m3,0.0104504250924,4.76093055556,-74.1049833333,9,46,HORNO,1.0442e-08,8608.38414634,2008,0.00580370917316,0.0255363203619,0.0107266586047,0.0287171702852,0.255943574536,9.57054566034e-05
I1674,11520.0,HM,D2310,28,Wood,kg,-0.0408328367972,4.55821944444,-74.1504472222,9016,23,HORNO,0.015,11520.0,2008,0.0386142092097,15.2213917625,0.0315349375213,0.0231685255258,0.00160892538373,135.251747152
I1675,960000.0,HL,D2693,32,Carbon,kg,0.00426891489574,4.54957777778,-74.1133277778,984906,22,HORNO LADRILLERO,1.362e-08,5536.76785714,2008,6.15566600067,2307.63607033,4.49494104116,12.523306235,11.8975984638,7.73672605895e-05
I908,4.92107355112,ACD,D2429,32,DIESEL,m3,-0.0408328367972,4.64523079634,-74.1213773451,3,33,CALDERA,7.264e-05,175.774,2008,0.00231105484601,10.3073046132,0.00924421938405,0.00323547678442,0.00693316453804,0.00999377614274
I909,62829.6,CG3,D1511,32,GNV,m3,0.0352364210205,4.64311457055,-74.1227227815,77621,33,CALDERA,1.9976e-05,29509.162766,2008,0.104323335169,149.033335956,0.0834317834641,0.0036005228796,0.000420009397222,0.72825473409
I1506,14342.4,HG3,D3190,25,GNV,m3,-0.00534479303749,4.69888333333,-74.0528583333,13889,27,HORNO FUNDICION,8.8e-08,14342.4,2008,0.00888944239051,26.6683271715,0.0208901896177,0.000422248513549,0.000133341635858,0.00122229832869
I1507,20000.0,CG3,D1910,31,GNV,m3,-0.0449824446976,4.56443055556,-74.1347805556,15269,31,CALDERA,8.8e-08,20000.0,2008,0.0205218022926,29.316860418,0.0164121532578,0.000708271246937,8.26214940006e-05,0.00134368943583
I1504,7500.0,CG3,D1589,25,GNV,m3,0.00842863539817,4.616825,-74.0819833333,7889,27,CALDERA,8.8e-08,7500.0,2008,0.010602873773,15.1469625328,0.00847956660211,0.0003659381628,4.26875407594e-05,0.000694235782754
I1505,7500.0,CG3,D2529,30,GNV,m3,-0.0408328367972,4.59543611111,-74.1714333333,5870,33,CALDERA,9e-08,22291.8,2008,0.00788968525053,11.2709789293,0.00630971498709,0.000272297585303,3.17641488451e-05,0.0015703150506
I1502,0.113562,ACD,D2429,31,DIESEL,m3,0.0207328015372,4.6322,-74.1173861111,0,39,CALDERA,0.0912,0.113562,2008,7.71630047233e-05,0.344147001066,0.000308652018893,0.000108028206613,0.00023148901417,0.0117287767179
